hint_countries,segment_raw,frequency,top1_ror_id,top1_display,top1_score,top2_ror_id,top2_display,top2_score,top3_ror_id,top3_display,top3_score
ZW,"CIMMYT, P.O. Box MP 163, Mount Pleasant, Harare, Zimbabwe",20,https://ror.org/0508qa918,Syngenta (Zimbabwe),74.1,https://ror.org/05e0nrg39,Africare,62.5,https://ror.org/04ze6rb18,University of Zimbabwe,62.5
SN,"International Center for Tropical Agriculture (CIAT), Dakar, Senegal",20,https://ror.org/0177jvw02,WWF Senegal,84.2,https://ror.org/04sq27t34,PROMETRA International,74.3,https://ror.org/05j79r106,Sonatel (Senegal),72.0
BF,"Research Institute of Health Sciences, Ouagadougou, Burkina Faso",20,https://ror.org/03rhjfh75,Institut des Sciences des Sociétés,61.8,https://ror.org/047394f17,Institut National de Santé Publique du Burkina Faso,60.8,https://ror.org/04g2dap11,CHU de Bogodogo,60.0
NG,"Slum and Rural Health Initiative Research Academy, Slum and Rural Health Initiative, Ibadan, Nigeria",20,https://ror.org/03gn3dp35,Adamore (Nigeria),81.5,https://ror.org/02n5zea08,Friends for Global Health Initiative Nigeria,75.3,https://ror.org/02ypmq936,Caritas Nigeria,74.1
UG,"Busoga Health Forum, Jinja, Uganda",20,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
ZA,"Clinton Health Access Initiative, Pretoria, South Africa",20,https://ror.org/05vkc3y92,Omnia (South Africa),91.4,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/02a4gss26,Sasol (South Africa),87.5
TN,"University of Tunis El Manar, Tunis, Tunisia",19,https://ror.org/04d4sd432,University of Sfax,87.5,https://ror.org/022efad20,University of Gabès,84.8,https://ror.org/01kzjzn40,University of Gafsa,84.8
EG,"International Center for Agricultural Research in the Dry Areas (ICARDA), Cairo, Egypt",19,https://ror.org/05hcacp57,Agricultural Research Center,89.3,https://ror.org/04zpt4h82,IBM (Egypt),80.0,https://ror.org/009yat059,WADI Group (Egypt),76.9
SN,"Enda Santé, Dakar, Senegal",19,https://ror.org/0177jvw02,WWF Senegal,84.2,https://ror.org/05j79r106,Sonatel (Senegal),72.0,https://ror.org/01st86b26,Energy Services in Sahelian Environment (Senegal),62.9
NG,"Population Council, Abuja, Nigeria",19,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/02ypmq936,Caritas Nigeria,75.0,https://ror.org/0174y3381,Medical Laboratory Science Council of Nigeria,67.9
NG,"Clinton Health Access Initiative, Abuja, Nigeria",19,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/02ypmq936,Caritas Nigeria,75.0,https://ror.org/017ky5708,Centre for Healthy Start Initiative,71.6
BW,"Princess Marina Hospital, Gaborone, Botswana",19,https://ror.org/01encsj80,University of Botswana,66.7,https://ror.org/00tet8b29,The Botswana Society,66.7,https://ror.org/00afwwp34,Statistics Botswana,64.3
GN,"Centre National de Formation et de Recherche en Santé Rurale de Maferinyah, Forécariah, Guinea",19,https://ror.org/05gvkv284,Institut de Recherche Agronomique de Guinée,60.5,https://ror.org/00vww8g40,Centre Universitaire de Labé,59.6,https://ror.org/04zpbyn04,Institut National de Santé Publique,59.0
EG,"Egyptian Propylene and Polypropylene Company, Port Said, 42511, Egypt",19,https://ror.org/04zpt4h82,IBM (Egypt),80.0,https://ror.org/0504hx432,Egyptian Museum,75.0,https://ror.org/04se07z51,Misc (Egypt),75.0
MA,"Euromed University of Fes, UEMF, Fes, Morocco",19,https://ror.org/03s9x8b85,Euro-Mediterranean University of Fes,82.0,https://ror.org/01ejxf797,Mohamed I University,78.9,https://ror.org/00r8w8f84,Mohammed V University,76.9
MA,"African Sustainable Agriculture Research Institute (ASARI), Mohammed VI Polytechnic University (UM6P), Laayoune, 70000, Morocco",19,https://ror.org/03xc55g68,Université Mohammed VI Polytechnique,77.8,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/00s1ymf55,ACRI-EC (Morocco),69.6
GH,"Department of Community Health, Ensign Global College, Kpong, Ghana",19,https://ror.org/02zsyv822,Parliament of Ghana,66.7,https://ror.org/05c7h4935,Ministry of Health,66.7,https://ror.org/0502vxg14,Catholic University College of Ghana,62.1
GH,"CSIR-Crops Research Institute, Kumasi, Ghana",19,https://ror.org/052smz949,Cocoa Research Institute of Ghana,80.0,https://ror.org/027786x52,Forestry Research Institute of Ghana,78.9,https://ror.org/043e0fg15,Chartered Institute of Marketing Ghana,69.8
NG,"World Health Organization, Abuja, Nigeria",19,https://ror.org/03v4mhk58,World Health Organization - Nigeria,87.1,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/02ypmq936,Caritas Nigeria,75.0
MW,"Malawi Liverpool Wellcome Programme, Blantyre, Malawi",19,https://ror.org/02b90d314,Malawi Government,69.0,https://ror.org/03tebt685,Malawi-Liverpool-Wellcome Trust Clinical Research Programme,67.4,https://ror.org/03k6h6357,Museum of Malawi,66.7
ET,"Tigray Regional Health Bureau, Mekelle, Ethiopia",19,https://ror.org/00b2nf889,Amhara Regional Health Bureau,86.2,https://ror.org/02wamc992,Sidama Regional Health Bureau,86.2,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3
UG,"Budongo Conservation Field Station, Masindi, Uganda",18,https://ror.org/023pdrd93,ZOA (Uganda),82.4,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,73.7
ZM,"Cancer Diseases Hospital, Lusaka, Zambia",18,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/00hwt9s33,St Francis’ Hospital,63.2,https://ror.org/02vsy6m37,Centre for Infectious Disease Research in Zambia,58.5
EG,"Civil Engineering Department, El-Madina Higher Institute for Engineering and Technology, Giza, 12588, Egypt",18,https://ror.org/02pyw9g57,Higher Institute of Engineering,93.5,https://ror.org/00qm7b611,Alexandria Higher Institute of Engineering and Technology,89.5,https://ror.org/045rvh172,Cairo Higher Institute,86.4
EG,"Ministry of Electricity and Renewable Energy, Cairo, Egypt",18,https://ror.org/02tbvzj10,Ministry of Culture,82.4,https://ror.org/04zpt4h82,IBM (Egypt),80.0,https://ror.org/009yat059,WADI Group (Egypt),76.9
SD,"Italian Agency for Development Cooperation, Khartoum, Sudan",18,https://ror.org/02jbayz55,University of Khartoum,59.1,https://ror.org/02n4khb55,Open University of Sudan,58.5,https://ror.org/00h3e6k60,Sudanese Consortium for Surgical Development,54.1
SN,"Institut de Santé et Développement, Université Cheikh Anta Diop, Dakar, Senegal",18,https://ror.org/0177jvw02,WWF Senegal,84.2,https://ror.org/015q23935,Institut de Recherche pour le Développement,72.7,https://ror.org/05j79r106,Sonatel (Senegal),72.0
CM,"Department of Internal Medicine, Douala General Hospital, Douala, Cameroon",18,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/00gws9676,Yaoundé General Hospital,79.2,https://ror.org/02g4e1v18,Metabiota (Cameroon),73.3
ZM,"Clinton Health Access Initiative, Lusaka, Zambia",18,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/00hpqmv06,Ministry of Health,68.8,https://ror.org/0321gjx92,The Salvation Army Zambia,60.5
TN,"Faculty of Medicine, University of Tunis El Manar, Tunis, Tunisia",18,https://ror.org/0053fb273,Faculty of Medicine of Sfax,85.1,https://ror.org/03f8nwf60,Solar23 Tunisie (Tunisia),82.1,https://ror.org/03y2yf271,Time Université,80.0
MA,"African Sustainable Agriculture Research Institute (ASARI), Mohammed VI Polytechnic University (UM6P), Laayoune, Morocco",18,https://ror.org/022dg8423,Danone (Morocco),85.7,https://ror.org/03xc55g68,Université Mohammed VI Polytechnique,77.8,https://ror.org/00s1ymf55,ACRI-EC (Morocco),75.0
NG,"Strategy, Execution and Evaluation (SEE) Office, Awka, Nigeria",18,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/02ypmq936,Caritas Nigeria,75.0,https://ror.org/04vyfjp39,National Defence College Nigeria,62.3
ET,"Kersa Health and Demographic Surveillance System, Harar, Ethiopia",18,https://ror.org/05cfwmz90,REACH ETHIOPIA,84.6,https://ror.org/03y6ab910,Farm Africa Ethiopia,78.8,https://ror.org/011smmt78,GeoSAS (Ethiopia),76.9
KE,"School of Continuing and Distance Education, Nairobi, Kenya",18,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/03n6tmk81,Ministry of Education,66.7,https://ror.org/03s72rc96,Open University of Kenya,65.0
RW,"King Faisal Hospital, Kigali, Rwanda",18,https://ror.org/031wbcc95,Digital Umuganda (Rwanda),68.3,https://ror.org/03kwkgg19,Butaro Hospital,66.7,https://ror.org/04y98b529,Pax Press (Rwanda),61.5
ZA,"University of Western Cape, Cape Town, South Africa",18,https://ror.org/00h2vm590,University of the Western Cape,92.9,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2
ET,"International Center for Tropical Agriculture (CIAT), Addis Ababa, Ethiopia",18,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/01981pe95,International Rescue Committee,73.5
ZA,"Agricultural Research Council, Pretoria, South Africa",18,https://ror.org/05vkc3y92,Omnia (South Africa),91.4,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/02a4gss26,Sasol (South Africa),87.5
ZM,"PATH, Lusaka, Zambia",18,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/0321gjx92,The Salvation Army Zambia,62.9,https://ror.org/02vsy6m37,Centre for Infectious Disease Research in Zambia,62.5
NG,"Department of Community Medicine, Federal Teaching Hospital, Ido-Ekiti, Nigeria",18,https://ror.org/05txvbe22,Federal Teaching Hospital Abakaliki,82.9,https://ror.org/02ypmq936,Caritas Nigeria,76.9,https://ror.org/05wqbqy84,Aminu Kano Teaching Hospital,75.0
CG,"Regional Office for Africa, World Health Organization, Brazzaville, Congo",18,https://ror.org/04rtx9382,World Health Organization Regional Office for Africa,67.4,https://ror.org/05naf8y09,Université Libre du Congo,55.6,https://ror.org/04avnsc24,Wildlife Conservation Society Congo,52.2
TZ,"Dar es Salaam, Tanzania",18,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/038c55s31,Dar es Salaam Institute of Technology,81.1,https://ror.org/055xdas15,AIM Group (Tanzania),75.9
RW,"Quality and Equity Health Care, Kigali, Rwanda",18,https://ror.org/01x80wa12,OAZIS Health,66.7,https://ror.org/031wbcc95,Digital Umuganda (Rwanda),62.9,https://ror.org/04y98b529,Pax Press (Rwanda),61.5
NG,"Department of Community Medicine, Alex Ekwueme Federal University Teaching Hospital Abakaliki, Abakaliki, Nigeria",18,https://ror.org/042vvex07,Jos University Teaching Hospital,90.6,https://ror.org/00gkd5869,Lagos University Teaching Hospital,88.2,https://ror.org/00qs33y73,Bowen University Teaching Hospital,88.2
KE,"KEMRI/Wellcome Trust Research Programme, Kilifi, Kenya",17,https://ror.org/00zy1mb15,CABI Kenya,82.4,https://ror.org/02k8cz130,Umande Trust,66.7,https://ror.org/00cw00f88,Media Council of Kenya,64.9
EG,"Hikma Pharmaceutical Company, Beni-Suef, Egypt",17,https://ror.org/04zpt4h82,IBM (Egypt),80.0,https://ror.org/04se07z51,Misc (Egypt),75.0,https://ror.org/03nh6bz87,Vacsera (Egypt),69.6
NG,"Viable Knowledge Masters, Abuja, Nigeria",17,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/02ypmq936,Caritas Nigeria,75.0,https://ror.org/01sn1yx84,University of Nigeria,63.2
DZ,"Unité de Recherche Appliquée en Energies Renouvelables, URAER, Centre de Développement des Energies Renouvelables, CDER, Ghardaïa, Algeria",17,https://ror.org/01h4ne021,NEAL (Algeria),85.7,https://ror.org/01ay87255,Centre de Développement des Technologies Avancées,77.6,https://ror.org/05hen7093,Sonatrach (Algeria),71.4
ZA,"School of Public Health, University of Western Cape, Cape Town, South Africa",17,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2,https://ror.org/01gqqqf26,Mylan (South Africa),87.5
BW,"Botswana Harvard Health Partnership, Gaborone, Botswana",17,https://ror.org/04rkbns44,Botswana Harvard AIDS Institute Partnership,79.5,https://ror.org/01encsj80,University of Botswana,66.7,https://ror.org/00tet8b29,The Botswana Society,66.7
ZA,"University of Stellenbosch Business School, Cape Town, South Africa",17,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2,https://ror.org/01gqqqf26,Mylan (South Africa),87.5
BF,"Institut Africain de Santé Publique (IASP), Ouagadougou, Burkina Faso",17,https://ror.org/047394f17,Institut National de Santé Publique du Burkina Faso,75.6,https://ror.org/029yqf282,Institut Polytechnique Africain,70.8,https://ror.org/0404w7c41,AFRICSanté,70.0
MZ,"Friends in Global Health, Maputo, Mozambique",17,https://ror.org/057ec1n13,Radio Moçambique,78.6,https://ror.org/010va4625,Catholic University of Mozambique,65.5,https://ror.org/059f2k568,Ministry of Health,61.1
MA,"Faculty of Applied Sciences, Ibn Zohr University, Ait Melloul, Morocco",17,https://ror.org/025rbpt60,Eurofilet (Morocco),74.1,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/041m6k425,OCP Group (Morocco),71.4
ZM,"World Health Organization, Lusaka, Zambia",17,https://ror.org/03y0ep822,World Health Organization - Zambia,86.7,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/05s5km770,Churches Health Assoication Of Zambia,64.9
KE,"Institute of Tropical and Infectious Diseases, Nairobi, Kenya",17,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/05xf6v732,Zihi Institute,78.3,https://ror.org/04ke81j60,Katiba Institute,72.0
TN,"Laboratory of Microbiology, National School of Veterinary Medicine of Sidi Thabet, University of Manouba, Manouba, 2010, Tunisia",17,https://ror.org/000g0zm60,University of Jendouba,86.4,https://ror.org/04d4sd432,University of Sfax,83.3,https://ror.org/024mpte60,University of Kairouan,81.8
TN,"Department of Basic Sciences, Higher Institute of Biotechnology of Sidi Thabet, University of Manouba, Manouba, 2010, Tunisia",17,https://ror.org/000g0zm60,University of Jendouba,86.4,https://ror.org/04d4sd432,University of Sfax,83.3,https://ror.org/024mpte60,University of Kairouan,81.8
SL,"Sustainable Health Systems, Freetown, Sierra Leone",17,https://ror.org/045rztm55,University of Sierra Leone,72.7,https://ror.org/01xn54007,World Health Organization - Sierra Leone,65.8,https://ror.org/01sj7p872,St John of God Hospital Sierra Leone,60.4
MA,"Mohammed VI Polytechnic University, Lot 660 Hay Moulay Rachid, Ben Guerir, 43150, Morocco",17,https://ror.org/03xc55g68,Université Mohammed VI Polytechnique,75.9,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/00s1ymf55,ACRI-EC (Morocco),69.6
EG,"Syreon Middle East, Alexandria, Egypt",17,https://ror.org/04zpt4h82,IBM (Egypt),82.4,https://ror.org/01cch8797,Mobica (Egypt),80.0,https://ror.org/04se07z51,Misc (Egypt),77.8
MA,"Laboratory of Biotechnology and Natural Resources Valorization, Faculty of Sciences, Ibn Zohr University, Agadir, 80060, Morocco",17,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/00s1ymf55,ACRI-EC (Morocco),69.6,https://ror.org/04dkqr510,Assystem (Morocco),66.7
UG,"Walimu, Kampala, Uganda",17,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
ET,"Independent Consultant, Addis Ababa, Ethiopia",17,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
BF,"African Institute of Public Health, Ouagadougou, Burkina Faso",17,https://ror.org/0404w7c41,AFRICSanté,82.4,https://ror.org/047394f17,Institut National de Santé Publique du Burkina Faso,64.7,https://ror.org/00b8afy92,Université Privée de Ouagadougou,59.4
DZ,"Division of Infectious Diseases, University Hospital of Setif, Setif, Algeria",17,https://ror.org/023d4z626,University Hospital of Oran,85.2,https://ror.org/01h4ne021,NEAL (Algeria),80.0,https://ror.org/01mc1cc12,Tissemsilt University,76.2
GH,"Cape Coast Teaching Hospital, Cape Coast, Ghana",17,https://ror.org/00f9jfw45,Tamale Teaching Hospital,79.2,https://ror.org/01vzp6a32,Korle Bu Teaching Hospital,76.9,https://ror.org/00kytsw15,West End Hospital,70.6
ET,"World Health Organization, Addis Ababa, Ethiopia",17,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
ZA,"Influenza Program, Centers for Disease Control and Prevention, Pretoria, South Africa",17,https://ror.org/05vkc3y92,Omnia (South Africa),91.4,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/02a4gss26,Sasol (South Africa),87.5
LR,"World Health Organization, Monrovia, Liberia",17,https://ror.org/0440cy367,University of Liberia,62.9,https://ror.org/03n3dbn70,National Public Health Institute of Liberia,60.3,https://ror.org/01a81w125,Planned Parenthood Association of Liberia,60.0
NG,"National Malaria Elimination Programme, Abuja, Nigeria",17,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/02ypmq936,Caritas Nigeria,75.0,https://ror.org/01qcn1r66,National Museum Lagos,70.6
DZ,"Department of Epidemiology, University Hospital of Setif, Setif, Algeria",16,https://ror.org/023d4z626,University Hospital of Oran,85.2,https://ror.org/01h4ne021,NEAL (Algeria),80.0,https://ror.org/01mc1cc12,Tissemsilt University,76.2
DZ,"Department of Epidemiology and Preventive Medicine, University Hospital Saadna Abdenour, Setif, Algeria",16,https://ror.org/023d4z626,University Hospital of Oran,81.5,https://ror.org/01h4ne021,NEAL (Algeria),80.0,https://ror.org/02571vj15,University of Skikda,75.0
MA,"Mohammed VI Polytechnic University, Benguerir, Morocco",16,https://ror.org/00s1ymf55,ACRI-EC (Morocco),76.9,https://ror.org/025rbpt60,Eurofilet (Morocco),75.9,https://ror.org/03xc55g68,Université Mohammed VI Polytechnique,75.9
NA,"Giraffe Conservation Foundation, Windhoek, Namibia",16,https://ror.org/018rz4f73,Cheetah Conservation Fund,76.0,https://ror.org/03tf2hn88,Potentia (Namibia),74.1,https://ror.org/045w94e48,Desert Research Foundation of Namibia,67.6
MA,"Biological Engineering Laboratory, Faculty of Sciences and Techniques, Sultan Moulay Slimane University, Beni Mellal, Morocco",16,https://ror.org/02m8tb249,Université Sultan Moulay Slimane,81.2,https://ror.org/022dg8423,Danone (Morocco),75.0,https://ror.org/00s1ymf55,ACRI-EC (Morocco),72.0
ZW,"World Health Organization, Harare, Zimbabwe",16,https://ror.org/01m294726,World Health Organization - Zimbabwe,84.4,https://ror.org/0508qa918,Syngenta (Zimbabwe),74.1,https://ror.org/034n9j029,National Blood Service Zimbabwe,65.5
SL,"World Health Organization, Freetown, Sierra Leone",16,https://ror.org/01xn54007,World Health Organization - Sierra Leone,82.9,https://ror.org/045rztm55,University of Sierra Leone,72.7,https://ror.org/01sj7p872,St John of God Hospital Sierra Leone,61.3
ZW,"Zimbabwe Parks and Wildlife Management Authority, Harare, Zimbabwe",16,https://ror.org/0508qa918,Syngenta (Zimbabwe),74.1,https://ror.org/028jh0y34,Zimbabwe AIDS Network,70.6,https://ror.org/00tm7y673,Methodist Church in Zimbabwe,66.7
